Sheet by Hematite based on 1.1 data provided by @Kaphotics!,,,,,,,,,,,,,,,,,,,,
Pokémon,,Sticker,Lv,Ability,,Item,Moves,Nature,EVs,,,,,,IVs,,,,,
,Kangaskhan,,57,Scrappy,,,Fake Out / Sucker Punch / Outrage / Reversal,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Ursaring,,57,Quick Feet,,,Rest / Snore / Slash / Payback,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 458,,Psychic Corbin,,,,,,,,,,,,,,,,,
,Shuppet,,53,Insomnia,,,Knock Off / Sucker Punch / Shadow Sneak / Curse,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Duskull,,55,Levitate,,,Curse / Will-O-Wisp / Payback / Shadow Sneak,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 459,,Psychic Sterling,,,,,,,,,,,,,,,,,
,Baltoy,,54,Levitate,,,Earth Power / Extrasensory / Rock Tomb / Ancient Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Grumpig,,58,Thick Fat,,,Psychic / Power Gem / Magic Coat / Payback,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 460,,Psychic Daisy,,,,,,,,,,,,,,,,,
,Slowpoke,,51,Own Tempo,,,Psychic / Amnesia / Slack Off / Yawn,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Slowbro,,55,Oblivious,,,Psychic / Amnesia / Slack Off / Surf,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 461,,Psychic Chelsey,,,,,,,,,,,,,,,,,
,Xatu,,56,Synchronize,,,Night Shade / Psychic / Wish / Future Sight,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Mismagius,,58,Levitate,,,Mystical Fire / Perish Song / Power Gem / Magical Leaf,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 462,,Black Belt Davon,,,,,,,,,,,,,,,,,
,Mankey,,54,Vital Spirit,,,Final Gambit / Close Combat / Thrash / Cross Chop,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Makuhita,,53,Thick Fat,,,Fake Out / Endure / Reversal / Heavy Slam,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Hariyama,,55,Guts,,,Fake Out / Endure / Reversal / Heavy Slam,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 463,,Black Belt Griffin,,,,,,,,,,,,,,,,,
,Cacturne,,57,Sand Veil,,,Spiky Shield / Leech Seed / Sucker Punch / Pin Missile,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,57,No Guard,,,Dynamic Punch / Knock Off / Strength / Low Sweep,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 464,,Black Belt Ray,,,,,,,,,,,,,,,,,
,Tyrogue,,53,Steadfast,,,Tackle / Helping Hand / Fake Out / Focus Energy,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Marowak,,57,Rock Head,,,Bonemerang / Bone Rush / Thrash / Stomping Tantrum,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Breloom,,58,Poison Heal,,,Spore / Drain Punch / Leech Seed / Mach Punch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 465,,Black Belt Jarrett,,,,,,,,,,,,,,,,,
,Machamp,,59,No Guard,,,Dynamic Punch / Bulk Up / Knock Off / Focus Energy,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 466,,Pokémon Ranger Kyler,,,,,,,,,,,,,,,,,
,Exeggcute,,52,Chlorophyll,,,Worry Seed / Leech Seed / Giga Drain / Extrasensory,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Ursaring,,58,Guts,,,Scary Face / Rest / Snore / Thrash,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 467,,Pokémon Ranger Deshawn,,,,,,,,,,,,,,,,,
,Spinda,,55,Own Tempo,,,Psych Up / Double-Edge / Flail / Thrash,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Kecleon,,55,Color Change,,,Screech / Substitute / Sucker Punch / Shadow Claw,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 468,,Pokémon Ranger Dwayne,,,,,,,,,,,,,,,,,
,Donphan,,55,Sturdy,,,Earthquake / Giga Impact / Scary Face / Rock Tomb,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 469,,Pokémon Ranger Ashlee,,,,,,,,,,,,,,,,,
,Zigzagoon,,50,Pickup,,,Flail / Rest / Belly Drum / Headbutt,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Skarmory,,56,Keen Eye,,,Steel Wing / Brave Bird / Slash / Iron Defense,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 470,,Pokémon Ranger Felicia,,,,,,,,,,,,,,,,,
,Lickitung,,57,Own Tempo,,,Stomp / Knock Off / Power Whip / Screech,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Vigoroth,,57,Vital Spirit,,,Reversal / Counter / Uproar / Encore,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 471,,Pokémon Ranger Krista,,,,,,,,,,,,,,,,,
,Trapinch,,54,Hyper Cutter,,,Crunch / Sand Tomb / Dig / Sandstorm,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Vibrava,,56,Levitate,,,Supersonic / Bug Buzz / Earth Power / Dragon Breath,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 472,,Swimmer Glenn,,,,,,,,,,,,,,,,,
,Seel,,51,Thick Fat,,,Dive / Aqua Tail / Ice Beam / Safeguard,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Starmie,,51,Natural Cure,,,Hydro Pump / Psychic / Swift / Recover,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 473,,Swimmer Kurt,,,,,,,,,,,,,,,,,
,Crawdaunt,,53,Hyper Cutter,,,Taunt / Night Slash / Crabhammer / Swords Dance,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 474,,Swimmer Sam,,,,,,,,,,,,,,,,,
,Chinchou,,51,Volt Absorb,,,Discharge / Aqua Ring / Hydro Pump / Thunder Wave,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Lanturn,,51,Volt Absorb,,,Discharge / Aqua Ring / Bubble Beam / Stockpile,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 475,,Swimmer Wade,,,,,,,,,,,,,,,,,
,Carvanha,,51,Rough Skin,,,Crunch / Aqua Jet / Agility / Take Down,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Carvanha,,51,Rough Skin,,,Crunch / Aqua Jet / Agility / Take Down,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Sharpedo,,54,Rough Skin,,,Crunch / Aqua Jet / Agility / Ice Fang,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 476,,Swimmer Joanna,,,,,,,,,,,,,,,,,
,Luvdisc,,50,Swift Swim,,,Aqua Ring / Flail / Brine / Attract,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Lapras,,54,Water Absorb,,,Ice Beam / Brine / Confuse Ray / Ice Shard,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 477,,Swimmer Sophia,,,,,,,,,,,,,,,,,
,Mantyke,,50,Water Absorb,,,Hydro Pump / Aqua Ring / Supersonic / Air Slash,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Mantine,,52,Water Absorb,,,Hydro Pump / Bounce / Aqua Ring / Air Slash,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 478,,Swimmer Mallory,,,,,,,,,,,,,,,,,
,Seel,,50,Thick Fat,,,Take Down / Dive / Aqua Tail / Ice Beam,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Dewgong,,54,Thick Fat,,,Aqua Jet / Dive / Aqua Tail / Aurora Beam,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 479,,Swimmer Lydia,,,,,,,,,,,,,,,,,
,Bibarel,,52,Simple,,,Super Fang / Take Down / Amnesia / Aqua Jet,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,52,Thick Fat,,,Superpower / Aqua Tail / Double-Edge / Play Rough,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Sealeo,,52,Thick Fat,,,Surf / Blizzard / Rest / Snore,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 480,,Veteran Harlan,,,,,,,,,,,,,,,,,
,Loudred,,56,Soundproof,,,Uproar / Supersonic / Roar / Stomp,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Donphan,,56,Sturdy,,,Earthquake / Rock Tomb / Knock Off / Rollout,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Tauros,,56,Intimidate,,,Double-Edge / Zen Headbutt / Payback / Swagger,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 481,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Munchlax,,42,Thick Fat,,,Lick / Covet / Bite / Body Slam,Adamant,96,96,56,0,88,0,9,9,9,9,9,9
,Staraptor,,41,,Intimidate,Quick Claw,Close Combat / Quick Attack / Double Team / Pluck,Jolly,56,104,32,0,32,104,5,5,5,5,5,5
,Buizel,,42,,Swift Swim,Sea Incense,Tail Whip / Bite / Swift / Brine,Jolly,40,96,40,0,40,96,6,6,6,6,6,6
,Heracross,,43,Swarm,,,Leer / Brick Break / Pin Missile / Thief,Jolly,40,104,40,0,40,96,9,9,9,9,9,9
,Ponyta,,42,,Flash Fire,Shell Bell,Tail Whip / Agility / Flame Wheel / Stomp,Jolly,40,64,16,0,16,64,7,7,7,7,7,7
,Torterra,!,45,,Overgrow,Leftovers,Razor Leaf / Bite / Leech Seed / Stealth Rock,Careful,164,52,52,52,124,0,11,11,11,11,11,11
,Trainer ID 482,,Pokémon Trainer Cheryl,,,,,,,,,,,,,,,,,
,Chansey,!,15,Healer,,,Sweet Kiss / Disarming Voice / Tail Whip / Life Dew,Timid,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 483,,Pokémon Trainer Riley,,,,,,,,,,,,,,,,,
,Lucario,!,34,Inner Focus,,,Screech / Force Palm / Metal Claw / Laser Focus,Jolly,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 484,,Pokémon Trainer Marley,,,,,,,,,,,,,,,,,
,Arcanine,!,57,Intimidate,,,Burn Up / Helping Hand / Leer / Howl,Jolly,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 485,,Pokémon Trainer Buck,,,,,,,,,,,,,,,,,
,Claydol,!,58,Levitate,,,Ancient Power / Cosmic Power / Extrasensory / Earth Power,Timid,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 486,,Pokémon Trainer Mira,,,,,,,,,,,,,,,,,
,Kadabra,!,18,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Timid,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 487,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Turtwig,,13,Overgrow,,,Tackle / Withdraw / Absorb / Razor Leaf,Brave,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 488,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Chimchar,,13,Blaze,,,Scratch / Leer / Ember / Taunt,Jolly,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 489,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Piplup,,13,Torrent,,,Pound / Growl / Water Gun,Hardy,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 490,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Turtwig,,13,Overgrow,,,Tackle / Withdraw / Absorb / Razor Leaf,Brave,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 491,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Chimchar,,13,Blaze,,,Scratch / Leer / Ember / Taunt,Jolly,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 492,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Piplup,,13,Torrent,,,Pound / Growl / Water Gun,Hardy,0,0,0,0,0,0,31,0,31,0,31,0
,Trainer ID 493,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Munchlax,,42,Thick Fat,,,Lick / Covet / Bite / Body Slam,Adamant,96,96,56,0,88,0,9,9,9,9,9,9
,Staraptor,,41,,Intimidate,Quick Claw,Close Combat / Quick Attack / Double Team / Pluck,Jolly,56,104,32,0,32,104,5,5,5,5,5,5
,Buizel,,42,,Swift Swim,Sea Incense,Tail Whip / Bite / Swift / Brine,Jolly,40,96,40,0,40,96,6,6,6,6,6,6
,Heracross,,43,Swarm,,,Leer / Brick Break / Pin Missile / Thief,Jolly,40,104,40,0,40,96,9,9,9,9,9,9
,Roselia,,42,,Poison Point,Big Root,Sweet Scent / Giga Drain / Toxic / Grass Knot,Timid,40,0,16,64,16,64,7,7,7,7,7,7
,Infernape,!,45,,Blaze,Shell Bell,Close Combat / Flame Wheel / U-turn / Shadow Claw,Jolly,52,124,52,0,52,164,11,11,11,11,11,11
,Trainer ID 494,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Munchlax,,42,Thick Fat,,,Lick / Covet / Bite / Body Slam,Adamant,96,96,56,0,88,0,9,9,9,9,9,9
,Staraptor,,41,,Intimidate,Quick Claw,Close Combat / Quick Attack / Double Team / Pluck,Jolly,56,104,32,0,32,104,5,5,5,5,5,5
,Roselia,,42,,Natural Cure,Big Root,Growth / Stun Spore / Leech Seed / Giga Drain,Timid,40,0,40,96,40,96,6,6,6,6,6,6
,Heracross,,43,Swarm,,,Leer / Brick Break / Pin Missile / Thief,Jolly,40,104,40,0,40,96,9,9,9,9,9,9
,Ponyta,,42,,Flash Fire,Shell Bell,Growl / Agility / Flame Wheel / Stomp,Jolly,40,64,16,0,16,64,7,7,7,7,7,7
,Empoleon,!,45,,Torrent,Sea Incense,Metal Claw / Charm / Grass Knot / Brine,Timid,52,0,52,124,52,164,11,11,11,11,11,11
,Trainer ID 495,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Prinplup,,28,Torrent,,,Metal Claw / Growl / Peck / Bubble Beam,Hardy,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 496,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Grotle,,28,Overgrow,,,Razor Leaf / Curse / Bite / Mega Drain,Brave,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 497,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Monferno,,28,Blaze,,,Mach Punch / Leer / Taunt / Flame Wheel,Jolly,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 498,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Prinplup,,28,Torrent,,,Metal Claw / Growl / Peck / Bubble Beam,Hardy,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 499,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Grotle,,28,Overgrow,,,Razor Leaf / Curse / Bite / Mega Drain,Brave,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 500,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Clefairy,,25,Cute Charm,,,Sing / Disarming Voice / Growl / Life Dew,Quiet,172,0,168,0,168,0,31,0,31,0,31,0
,Kadabra,,25,Synchronize,,,Kinesis / Psybeam / Reflect / Ally Switch,Modest,172,0,168,0,168,0,31,0,31,0,31,0
,Monferno,,28,Blaze,,,Mach Punch / Leer / Taunt / Flame Wheel,Jolly,172,0,168,0,168,0,31,0,31,0,31,0
,Trainer ID 501,,Aroma Lady Elizabeth,,,,,,,,,,,,,,,,,
,Budew,,19,Poison Point,,,Absorb / Growth / Stun Spore / Worry Seed,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 502,,Aroma Lady Elizabeth,,,,,,,,,,,,,,,,,
,Roselia,,31,Poison Point,,,Stun Spore / Leech Seed / Magical Leaf / Giga Drain,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 503,,Aroma Lady Elizabeth,,,,,,,,,,,,,,,,,
,Roselia,,55,Poison Point,,,Leech Seed / Giga Drain / Toxic / Petal Blizzard,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 504,,Artist Kevin,,,,,,,,,,,,,,,,,
,Mr. Mime,,29,Filter,,,Encore / Copycat / Pound / Psybeam,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Sudowoodo,,29,Rock Head,,,Flail / Wood Hammer / Tearful Look / Sucker Punch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 505,,Artist Kevin,,,,,,,,,,,,,,,,,
,Mr. Mime,,37,Filter,,,Encore / Psybeam / Mimic / Light Screen,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Sudowoodo,,39,Rock Head,,,Flail / Wood Hammer / Tearful Look / Low Kick,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 506,,Artist Kevin,,,,,,,,,,,,,,,,,
,Mr. Mime,,57,Filter,,,Mimic / Light Screen / Dazzling Gleam / Psychic,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Sudowoodo,,59,Rock Head,,,Wood Hammer / Tearful Look / Double-Edge / Head Smash,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 507,,Battle Girl Helen,,,,,,,,,,,,,,,,,
,Meditite,,31,Pure Power,,,Low Kick / Force Palm / Psybeam / High Jump Kick,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Machop,,33,No Guard,,,Low Sweep / Knock Off / Strength / Dual Chop,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 508,,Battle Girl Helen,,,,,,,,,,,,,,,,,
,Medicham,,38,Pure Power,,,Fire Punch / Thunder Punch / Ice Punch / Low Kick,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,40,No Guard,,,Low Sweep / Knock Off / Strength / Dual Chop,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 509,,Battle Girl Helen,,,,,,,,,,,,,,,,,
,Medicham,,58,Pure Power,,,Fire Punch / Thunder Punch / Ice Punch / Recover,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,60,No Guard,,,Knock Off / Strength / Dual Chop / Cross Chop,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 510,,Bird Keeper Brianna,,,,,,,,,,,,,,,,,
,Noctowl,,38,Keen Eye,,,Growl / Reflect / Air Slash / Extrasensory,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Noctowl,,42,Keen Eye,,,Sky Attack / Peck / Uproar / Roost,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 511,,Bird Keeper Brianna,,,,,,,,,,,,,,,,,
,Noctowl,,60,Keen Eye,,,Growl / Reflect / Air Slash / Moonblast,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Noctowl,,60,Keen Eye,,,Sky Attack / Peck / Uproar / Roost,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 512,,Bird Keeper Audrey,,,,,,,,,,,,,,,,,
,Farfetch'd,,59,Inner Focus,,,Slash / False Swipe / Knock Off / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Swellow,,59,Guts,,,Quick Attack / Endeavor / Brave Bird / Agility,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 513,,Pokémon Breeder Albert,,,,,,,,,,,,,,,,,
,Sudowoodo,,27,Sturdy,,,Wood Hammer / Flail / Rock Throw / Tearful Look,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,29,Poison Point,,,Mega Drain / Leech Seed / Magical Leaf / Toxic Spikes,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Pikachu,,28,Static,,,Nuzzle / Charm / Electro Ball / Spark,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 514,,Pokémon Breeder Albert,,,,,,,,,,,,,,,,,
,Sudowoodo,,37,Sturdy,,,Flail / Tearful Look / Sucker Punch / Low Kick,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,38,Poison Point,,,Leech Seed / Magical Leaf / Giga Drain / Synthesis,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Pikachu,,36,Static,,,Nuzzle / Charm / Spark / Discharge,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 515,,Pokémon Breeder Albert,,,,,,,,,,,,,,,,,
,Sudowoodo,,52,Sturdy,,,Flail / Tearful Look / Sucker Punch / Counter,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,51,Poison Point,,,Leech Seed / Giga Drain / Synthesis / Toxic,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Raichu,,53,Static,,,Nuzzle / Charm / Spark / Discharge,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 516,,Pokémon Breeder Jennifer,,,,,,,,,,,,,,,,,
,Mime Jr.,,28,Filter,,,Pound / Copycat / Encore / Psybeam,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,27,Poison Point,,,Poison Sting / Mega Drain / Leech Seed / Magical Leaf,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Clefairy,,29,Cute Charm,,,Pound / Disarming Voice / Charm / Moonlight,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 517,,Pokémon Breeder Jennifer,,,,,,,,,,,,,,,,,
,Mr. Mime,,37,Filter,,,Pound / Encore / Psybeam / Reflect,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,36,Poison Point,,,Poison Sting / Leech Seed / Magical Leaf / Giga Drain,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Clefairy,,38,Cute Charm,,,Charm / Pound / Moonlight / Meteor Mash,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 518,,Pokémon Breeder Jennifer,,,,,,,,,,,,,,,,,
,Mr. Mime,,52,Filter,,,Reflect / Sucker Punch / Dazzling Gleam / Psychic,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Roselia,,51,Poison Point,,,Leech Seed / Giga Drain / Toxic / Petal Blizzard,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Clefable,,53,Cute Charm,,,Charm / Moonlight / Meteor Mash / Moonblast,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 519,,Camper Zackary,,,,,,,,,,,,,,,,,
,Geodude,,19,Rock Head,,,Sandstorm / Harden / Rock Throw / Smack Down,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 520,,Camper Zackary,,,,,,,,,,,,,,,,,
,Graveler,,31,Rock Head,,,Sandstorm / Rock Throw / Smack Down / Bulldoze,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 521,,Camper Zackary,,,,,,,,,,,,,,,,,
,Graveler,,55,Rock Head,,,Sandstorm / Earthquake / Double-Edge / Stone Edge,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 522,,Ace Trainer Dalton,,,,,,,,,,,,,,,,,
,Raichu,,54,Static,,,Nuzzle / Electro Ball / Agility / Light Screen,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,54,Keen Eye,,,Air Slash / Tailwind / Water Pulse / Roost,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Hippopotas,,54,Sand Stream,,,Yawn / Crunch / Earthquake / Slack Off,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 523,,Ace Trainer Olivia,,,,,,,,,,,,,,,,,
,Roselia,,55,Poison Point,,,Leech Seed / Synthesis / Toxic / Ingrain,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Seaking,,55,Water Veil,,,Peck / Flail / Waterfall / Megahorn,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 524,,Collector Ivan,,,,,,,,,,,,,,,,,
,Hippopotas,,51,Sand Stream,,,Yawn / Sand Tomb / Crunch / Earthquake,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Hippopotas,,53,Sand Stream,,,Crunch / Double-Edge / Fissure / Slack Off,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Hippopotas,,52,Sand Stream,,,Crunch / Double-Edge / Earthquake / Slack Off,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 525,,Cyclist John,,,,,,,,,,,,,,,,,
,Staravia,,28,Intimidate,,,Growl / Double Team / Endeavor / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Staravia,,30,Intimidate,,,Quick Attack / Double Team / Endeavor / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 526,,Cyclist John,,,,,,,,,,,,,,,,,
,Staravia,,37,Intimidate,,,Growl / Double Team / Aerial Ace / Take Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Staravia,,39,Intimidate,,,Quick Attack / Double Team / Aerial Ace / Take Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 527,,Cyclist John,,,,,,,,,,,,,,,,,
,Staraptor,,58,Intimidate,,,Growl / Take Down / Brave Bird / Final Gambit,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Staraptor,,58,Intimidate,,,Quick Attack / Close Combat / Take Down / Brave Bird,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 528,,Cyclist Kayla,,,,,,,,,,,,,,,,,
,Pikachu,,31,Static,,,Quick Attack / Tail Whip / Nuzzle / Spark,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 529,,Cyclist Kayla,,,,,,,,,,,,,,,,,
,Pikachu,,40,Static,,,Tail Whip / Nuzzle / Spark / Slam,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 530,,Cyclist Kayla,,,,,,,,,,,,,,,,,
